,x,y,MIC,GMIC,TIC,sym,thresh
0,close_y,distil_joy_mean,0.42236115450551237,0.33322810168709494,0.23636715261441227,ADA,0.49999999999999983
1,close_y,distil_joy_sum_pop,0.43710630950024654,0.36650029853980853,0.30235282653026363,ADA,0.49999999999999983
2,close_y,avg_upvote_ratio,0.39691430755839663,0.3125927142218482,0.2089358405204986,ADA,0.49999999999999983
3,close_y,momentum_pvo,0.2872898298793166,0.19191611544689904,0.164275848565104,ADA,0.49999999999999983
4,close_y,distil_anger_sum,0.33710133849680585,0.2628932518048212,0.20002718644164702,ADA,0.49999999999999983
5,close_y,gspc_open,0.5039848975468404,0.4166946291826523,0.35562490623322524,ADA,0.49999999999999983
6,close_y,gold,0.3415191046526934,0.2768054601017926,0.2449996831807395,ADA,0.49999999999999983
7,close_y,distil_love_wt_sum_hot,0.4103433659704853,0.32565512961316667,0.2318326703562059,ADA,0.49999999999999983
8,close_y,trend_cci,0.23692084708897077,0.14200991488847348,0.1279322586121876,ADA,0.49999999999999983
9,close_y,distil_surprise_sum_pop,0.422649388910067,0.3528506723657269,0.3008883939580022,ADA,0.49999999999999983
10,close_y,trend_visual_ichimoku_b,0.5760412294662222,0.39555971789947325,0.285620911530153,ADA,0.49999999999999983
11,close_y,vader_neg_sum,0.0,0.0,0.0,ADA,0.49999999999999983
12,close_y,volatility_kcw,0.3011087354384271,0.2202367306848498,0.17852413969986466,ADA,0.49999999999999983
13,close_y,score_total,0.3600845325141734,0.28222340537805074,0.2255196608664571,ADA,0.49999999999999983
14,close_y,momentum_kama,0.5861855994104604,0.5068644488695521,0.40952631335999784,ADA,0.49999999999999983
15,close_y,trend_kst_sig,0.4002625748946701,0.31711366957765746,0.2266601079022273,ADA,0.49999999999999983
16,close_y,distil_sadness_mean_pop,0.4100700586577275,0.314285918832675,0.22991112058486757,ADA,0.49999999999999983
17,close_y,volatility_dcl,0.6315611999128635,0.5043803830887149,0.3927266152736788,ADA,0.49999999999999983
18,close_y,vader_pos_sum,0.3303517382746757,0.2678503688948192,0.22624126556743102,ADA,0.49999999999999983
19,close_y,roberta_Negative_sum_pop,0.41037951525524774,0.32759802540468164,0.27219722681136704,ADA,0.49999999999999983
20,close_y,trend_adx_neg,0.25806751376789194,0.18522746482126667,0.1557192751285203,ADA,0.49999999999999983
21,close_y,distil_fear_wt_sum,0.403719831365121,0.3234230995675791,0.22430312193407276,ADA,0.49999999999999983
